diffradt_dtotal
0.4625597
0.4415075
0.2603216
0.2626998
0.4824149
0.5413372
0.5493231
0.4448368
0.5592374
0.4988915
0.4915807
0.5446197
0.5838175
0.5848843
0.6076943
0.3053305
0.5868795
0.5258234
0.6031642
0.6439051
0.6668093
0.3363667
0.3421615
0.7093068
0.5736896
0.6124552
0.7435212
0.3737574
0.6716009
0.7089779
0.7023753
0.8115653
0.8282539
0.6929408
0.7929842
0.4331186
0.8922856
0.7585141
0.9329073
0.8308842
0.9037214
0.4843339
0.8525724
0.6142742
1.036994
1.054786
0.9358882
0.9742304
1.009919
0.9359863
0.9843641
0.9615513
0.5914236
1.021521
0.6125076
1.229745
1.095275
1.226031
0.6559568
0.667067
1.129236
1.392903
1.235643
1.183695
1.467275
1.339859
1.355169
1.481027
1.354277
1.5668
1.369497
1.335924
1.448611
1.508352
1.559435
0.8549865
1.059874
1.387752
1.729933
1.717913
1.740991
1.519022
1.571731
1.49496
1.672848
0.9778591
1.995875
1.629812
2.027817
2.021394
1.039413
1.914346
1.051911
2.192155
0.822431
2.205865
2.22746
1.986528
1.136583
2.25528
2.170009
2.240732
1.184067
2.12053
2.062735
2.379869
2.318092
2.112518
2.461471
2.561512
2.41776
2.554902
0.9807272
2.534401
2.45375
2.412416
2.708929
2.275206
2.714316
1.37164
2.759589
2.349429
2.334454
2.671664
1.073725
1.746064
1.087874
1.324033
2.860617
2.401765
2.999355
2.978251
2.697044
2.82084
2.4278
2.676528
3.105175
3.097642
1.162929
3.123397
2.763815
2.912336
2.684124
3.087369
3.124923
2.672684
1.202269
3.242472
3.129884
3.136335
3.054944
1.616948
2.531911
1.9371
1.630014
2.907299
3.336285
3.271761
2.719544
1.647352
3.158569
2.945673
3.19417
2.682761
2.728493
3.37309
3.174642
3.30837
3.364044
3.350884
3.219912
3.246204
2.959137
3.338515
3.04876
3.080481
1.662744
1.661513
3.263286
3.175679
2.976994
2.485986
1.253584
3.360221
2.799057
3.271364
1.244958
3.190928
2.802948
1.62865
3.007426
3.046359
3.266775
3.169268
1.893824
1.851248
3.201373
2.81073
3.201766
3.109447
1.570888
2.652528
2.784381
2.508917
2.561774
2.856927
2.946011
2.588059
2.46574
2.498331
2.69411
2.641606
2.600236
2.40743
2.442482
2.958702
2.939446
2.836153
2.878663
2.861081
1.409244
2.841239
2.282583
2.134921
2.553027
2.761313
2.168984
2.638265
2.684349
2.41835
2.348554
2.145399
2.102998
2.204966
2.573642
2.060382
2.000053
1.229674
1.679821
1.479083
1.974209
2.411005
0.892997
2.015958
1.30003
2.27777
2.103416
2.266622
1.649762
2.177973
2.184337
2.16925
1.052542
1.159075
1.85058
2.065355
2.02986
0.9916947
1.78257
1.930141
1.401658
1.549102
0.7204537
1.783181
0.7029173
1.821742
1.796283
1.445126
1.429128
1.417001
1.386732
1.467899
1.383252
1.451124
1.313935
0.7744271
1.497038
0.9333233
1.428761
1.310407
0.7164887
1.263819
1.256488
1.019226
1.277133
1.248739
1.152763
0.6386143
1.223946
1.19067
1.020767
0.9842138
1.144939
0.5756503
0.9219065
1.036556
0.9018568
1.031634
0.9996565
0.8576674
0.998875
0.8764459
0.9754788
0.9031923
0.9120352
0.8581759
0.4544351
0.9017019
0.7841905
0.7970005
0.7321771
0.750497
0.6909173
0.7981972
0.703671
0.6859244
0.6806673
0.6559502
0.6251992
0.6284918
0.6055524
0.5947032
0.5824795
0.5779104
0.5590097
0.3236333
0.6156216
0.6370118
0.5543392
0.3039568
0.5896178
0.5689889
0.5922726
0.4876063
0.2833645
0.5630377
0.5605199
0.5552661
0.4379728
0.2672482
0.5109633
0.5235159
0.2597308
0.5179111
0.3262731
0.5015654
0.4689209
0.5049748
0.4319248
0.4739106
0.5043189
0.4286959
0.4978391
0.4206848
0.4546521
0.4330211
0.4191327
0.4982917
0.4531828
0.2475694
0.5062046
0.4096552
0.4768303
0.4874273
0.4775049
0.4852912
0.4504621
0.4415129
0.4270945
0.472093
0.4469851
0.2709178
0.4493897
0.5328049
0.5017299
0.5742462
0.5361617
0.5116169
0.5446712
0.5971162
0.6097047
0.6198878
0.6042536
0.3200451
0.5537215
0.5802665
0.3363667
0.6004856
0.6573123
0.6703665
0.7085285
0.7143937
0.3737574
0.6938381
0.6551099
0.7708297
0.7873031
0.7974452
0.7988598
0.7822569
0.8010908
0.7696577
0.4495781
0.8572748
0.7938243
0.4754207
0.7993491
0.9654732
0.6142742
1.039441
1.059626
0.7981115
0.7330704
1.063731
1.108194
0.9816199
1.065173
0.7228415
0.7356574
1.143899
0.6232144
1.287781
1.177161
1.118279
1.235461
1.113282
1.216155
1.423588
